Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
1054,Ross Tinsley,1054,1,Edinburgh Napier University,,1,3,1000,35,56,1,0,0,0,0,0,0,0,0
1055,Glauber Eduardo de Oliveira Santos,1055,1,Universidade de São Paulo,,6,2,999,84,126,1,0,1,1,0,0,1,0,0
1056,Marketa Kubickova,1056,1,University of South Carolina,,7,4,999,192,204,1,0,0,1,0,0,0,0,0
1057,Luis Miguel Rondón García,1057,1,Profesor Titular de Universidad,,1,0,998,69,139,1,0,0,0,0,0,0,0,0
1058,I Nyoman Tri Sutaguna,1058,1,Universitas Udayana,,45,602,998,913,57,1,0,0,0,0,0,0,0,0
1059,Dr Mina Dragouni,1059,1,"Department of Economic & Regional Development, Panteion University",,2,0,997,173,198,1,0,0,1,0,0,0,0,0
1060,wayan sumiati,1060,1,"Mahasiswa Pariwisata, PNB",,0,0,995,154,227,1,0,0,0,0,0,0,0,1
1061,Snežana Štetić,1061,1,professor of Tourism,,7,13,994,100,134,1,0,0,0,0,0,0,0,1
1062,Bienvenido Ortega Aguaza,1062,1,Universidad de Málaga,,2,0,993,69,90,1,0,0,1,0,0,0,0,0
1063,Arturo Crosby,1063,1,"Professor, lecturer, speaker",,0,0,992,18,33,1,0,0,0,0,0,0,0,1
1064,Tinashe Chuchu Ph.D.,1064,1,Senior Lecturer: University of the Witwatersrand (NRF Rated Researcher),,11,4,991,266,275,1,0,0,0,0,0,0,0,0
1065,Andrea Báez Montenegro,1065,1,Universidad Austral de Chile,,1,0,991,79,111,1,0,0,0,0,0,0,0,0
1066,Raul Hernandez Martin,1066,1,"Department of Applied Economics and Quantitative Methods, University of La Laguna",,7,2,988,119,136,1,0,0,1,0,0,0,1,0
1067,Alison Caffyn,1067,1,Cardiff University,,0,0,986,39,73,1,0,0,0,0,0,0,0,0
1068,Dini Turipanam Alamanda,1068,1,Universitas Garut,,13,19,986,200,237,1,0,0,0,0,0,0,0,0
1069,"Dr. Yoseph Yapi Taum, M.Hum",1069,1,"Associate Professor in Literary Studies, Universitas Sanata Dharma, Yogyakarta",,5,1,984,122,167,1,0,0,0,0,0,0,0,0
1070,Ivan Etzo,1070,1,Università degli Studi di Cagliari,,2,0,984,89,99,1,0,0,1,0,0,0,0,0
1071,Tomislav Klarin,1071,1,"University of Zadar, Department of Tourism and Communication Studies",,2,0,984,252,260,1,0,0,0,0,0,0,0,1
1072,Daniel L. Spears,1072,1,University of North Texas,,5,0,982,70,74,1,1,0,0,0,0,0,0,0
1073,Dr. Khalilah Zakariya,1073,1,"Assoc. Prof., Kulliyyah of Architecture & Environmental Design, International Islamic …",,1,1,982,124,175,1,0,0,0,0,0,0,0,0
1074,Egbert van der Zee,1074,1,"Assistant Professor, Utrecht University - faculty of geosciences",,1,0,981,128,216,1,0,0,0,0,0,0,0,0
1075,Dr Noelle O'Connor,1075,1,Technological University of the Shannon (Ireland),,0,0,981,62,82,1,0,0,0,0,0,0,0,0
1076,Vicky Katsoni,1076,1,"Professor of Tourism Marketing and ICT Applications , University of West Attica, Greece",,1,1,979,110,222,1,1,0,0,0,0,0,0,0
1077,Federica Buffa,1077,1,Università di Trento,,1,0,978,97,131,1,0,0,0,0,0,0,0,0
1078,I Nyoman Sunarta,1078,1,"Tourism Faculty, Udayana University",,10,10,977,224,280,1,0,0,0,0,0,0,0,1
1079,Blanca Alejandra Camargo Ortega,1079,1,"Professor, Business School, Universidad de Monterrey",,1,0,976,122,191,1,0,0,0,0,0,0,0,1
1080,Dr. Anukrati Sharma,1080,1,University of Kota,,5,9,976,115,102,1,0,0,0,0,0,0,0,0
1081,Tim Gale,1081,1,,,0,0,975,35,69,1,0,0,0,0,0,0,0,0
1082,Abhinav Sharma,1082,1,Florida State University,,6,46,974,362,369,1,0,0,1,0,0,0,0,0
1083,Kristin Lamoureux,1083,1,"Collegiate Associate Professor, Virginia Tech University",,0,0,971,42,47,1,0,0,0,0,0,0,0,1
1084,Zuliskandar Ramli,1084,1,Assc. Prof. of Archaeology,,8,5,970,154,212,1,0,0,0,0,0,0,0,0
1085,"Giang T. Phi, PhD",1085,1,VinUniversity,,3,1,968,223,291,1,0,0,0,0,0,0,0,0
1086,"Rejón-Guardia, Francisco (ORCID: 0000-0002-5201-8435)",1086,1,"Associate professor of Marketing and Market Research, Universidad de Málaga (https://ror …",,9,8,963,167,194,1,0,0,0,0,0,0,0,0
1087,Dr Jithendran Kokkranikal,1087,1,"Associate Professor, University of Greenwich",,2,7,963,104,114,1,0,0,0,0,0,0,0,0
1088,Ceyhun C. KILINC,1088,1,"Akdeniz University, Manavgat Tourism Faculty",,0,0,963,95,125,1,1,0,0,0,0,0,0,0
1089,Tek Yew Lew,1089,1,"Associate Professor, Curtin University Malaysia",,5,2,962,142,167,1,0,1,0,0,0,0,0,0
1090,Gustavo Quiroga Souki,1090,1,Ismat - Lusófona / CinTurs,,4,7,961,92,104,1,0,0,0,0,0,0,0,0
1091,Usman Khalid,1091,1,"Associate Professor at College of Business and Economics, United Arab Emirates University",,10,48,960,315,333,1,0,0,1,0,0,0,0,0
1092,Po-Hsin Lai,1092,1,"Senior Lecturer, The University of Newcastle",,0,0,959,85,144,1,0,0,0,0,0,0,0,0
1093,Vladimir Markovic,1093,1,Faculty of Science,,0,0,957,64,119,1,0,0,0,0,0,0,0,0
1094,"Dr. Ari Riswanto, M.Pd., MM",1094,1,Universitas Linggabuana PGRI Sukabumi,,17,2,957,169,227,1,0,0,0,0,0,0,0,0
1095,Mohamad Abdullah Hemdi,1095,1,Universiti Teknologi MARA,,1,0,956,62,97,1,0,1,0,0,0,0,0,0
1096,Aleksandra Dragin,1096,1,Univerzitet u Novom Sadu,,0,0,956,91,107,1,0,0,0,0,0,0,0,0
1097,Ramunas Povilanskas,1097,1,"Professor of Tourism, Klaipeda University",,3,0,956,106,157,1,0,0,0,0,0,0,0,0
1098,Daniele Grechi,1098,1,Università degli Studi dell'Insubria,,5,3,954,278,293,1,0,0,0,0,0,0,0,1
1099,David Warnock-Smith,1099,1,Buckinghamshire New University,,4,2,950,113,134,1,0,0,0,0,0,0,0,0
1100,LWETHU Kwatsha,1100,1,Ms,,0,0,950,32,31,1,0,0,0,0,0,0,0,0
1101,Adventure Discovery Treks & Travel,1101,1,Adventure Discovery treks Nepal,,0,0,949,26,43,1,0,0,0,0,0,0,0,0
1102,davood mahdavi,1102,1,Faculty member of Payame Noor University,,1,0,949,115,149,1,0,0,0,0,0,0,0,0
1103,Nancy Stevenson,1103,1,Director Write Retreat UK,,1,1,941,96,107,1,0,0,0,0,0,0,0,0
1104,Eric Storm,1104,1,"Senior Lecturer Modern History, Leiden University",,2,0,940,63,84,1,0,0,0,0,0,0,0,0
1105,(Jenny) Dung Le,1105,1,"Assistant Professor, VinUniversity",,3,12,940,278,319,1,0,0,0,0,0,0,0,0
1106,Insun Sunny Son (née Lee),1106,1,"Senior Lecturer, UniSA Business, University of South Australia",,3,1,938,71,101,1,0,0,0,0,0,0,0,0
1107,Engelina du Plessis,1107,1,north-west university,,7,14,936,203,245,1,0,1,0,0,0,0,0,0
1108,Elaine Collinson,1108,1,Associate Professor Heriot Watt University,,0,0,933,70,102,1,0,0,0,0,0,0,0,0
1109,Javier de León,1109,1,Instituto TiDES. University of Las Palmas de Gran Canaria,,4,0,926,89,131,1,0,0,0,0,0,0,0,1
1110,Teresa Villace Molinero,1110,1,Universidad Rey Juan Carlos,,1,4,926,223,246,1,0,0,0,0,0,0,0,0
1111,Norman Backhaus,1111,1,University of Zurich,,1,0,924,54,129,1,0,0,0,0,0,0,0,0
1112,Konstantinos Tomazos,1112,1,"Senior Lecturer in International Tourism Management, University of Strathclyde",,2,2,924,54,84,1,0,0,0,0,0,0,0,0
1113,Christine Van Winkle,1113,1,"Professor of Recreation Management, University of Manitoba",,3,0,922,104,139,1,0,0,0,0,0,0,0,0
1114,Lazarus Chapungu,1114,1,"Post-Doctoral Research Fellow, Institute of corporate Citizenship, University of South Africa",,18,9,921,342,288,1,0,0,0,0,0,0,0,0
1115,Elzbieta Grzelak-Kostulska,1115,1,"Dr. hab, prof NCU, Nicolaus Copernicus University, Torun, Poland",,2,0,920,46,62,1,0,0,0,0,0,0,0,0
1116,Alessandro Bonadonna,1116,1,"Department of Management 'Valter Cantino', University of Turin",,9,7,920,163,241,1,0,0,0,0,0,0,0,0
1117,Virginie Amilien,1117,1,Oslo Metropolitan University - Consumption Research Norway,,0,0,920,63,94,1,0,0,0,0,0,0,0,0
1118,Mark Morgan,1118,1,University of Missouri,,4,3,918,77,68,1,0,0,0,0,0,0,0,0
1119,Grzegorz Kwiatkowski,1119,1,Koszalin University of Technology (Poland) & Western Norway University of Applied …,,7,17,917,174,171,1,0,1,0,0,0,0,0,0
1120,Lazarus Chapungu,1120,1,Great Zimbabwe University,,19,9,917,341,288,1,0,0,0,0,0,0,0,0
1121,Ali M Kanso,1121,1,"Professor, Department of Communication, University of Texas at San Antonio",,1,2,916,40,49,1,1,0,0,0,0,0,0,0
1122,Rafael Suárez-Vega,1122,1,Universidad de las Palmas de Gran Canaria (ULPGC) -Spain; Tides Research Institute,,4,2,915,54,58,1,0,0,0,0,0,0,0,0
1123,Tamara Jovanović,1123,1,"Associate professor, University of Novi Sad",,2,0,915,188,167,1,0,0,0,0,0,0,0,0
1124,Senol Cavus,1124,1,Professor Dr.,,0,0,914,53,85,1,0,0,0,0,0,0,0,0
1125,YOGESH HOLE,1125,1,"Associate Professor of Marketing, Economics at Cihan University-Erbil, Kurdistan Region …",,2,0,911,70,305,1,0,0,0,0,0,0,0,0
1126,Poyyamoli Gopalsamy,1126,1,"Adjunct Faculty, JSS Academy of Higher Education & Research, Mysuru & Former Professor …",,0,0,910,74,104,1,0,0,0,0,0,0,0,1
1127,Snehal Pawar-Hole,1127,1,"Assistant Professor at Sanjivani College of Engineering, Department of MBA",,2,0,910,70,307,1,0,0,0,0,0,0,0,0
1128,Michael W. Preis,1128,1,"University of Illinois at Urbana-Champaign, retired",,0,0,908,147,172,1,0,0,0,0,0,0,0,0
1129,Ali Türker,1129,1,Muğla Sıtkı Koçman Üniversitesi,,0,0,906,44,102,1,0,0,0,0,0,0,0,0
1130,Bilsen Bilgili,1130,1,"Kocaeli Üniversitesi Turizm Fakültesi, Koceli University Tourism Faculty",,4,0,904,88,141,1,0,0,0,0,0,0,0,0
1131,Şule AYDIN,1131,1,Nevşehir HBV University,,0,0,904,23,83,1,0,0,0,0,0,0,0,0
1132,Gina Ionela BUTNARU,1132,1,"PhD Lecturer, Alexandru Ioan Cuza” University of Iasi, Romania",,4,17,903,211,254,1,0,1,0,0,0,0,0,0
1133,Luke Emeka Okafor,1133,1,"Associate Professor, The University of Nottingham, Malaysia Campus",,6,33,902,295,309,1,0,0,0,0,0,0,0,0
1134,Rosalind C. Paige,1134,1,University of South Carolina Upstate,,0,0,902,25,44,1,1,0,0,0,0,0,0,0
1135,Utpal Kumar De,1135,1,"Professor of Economics, North-Eastern Hill University, Shillong",,16,2,901,84,120,1,0,0,0,0,0,0,0,0
1136,Jasmina Gržinić,1136,1,"Associate professor of tourism, University Juraj Dobrila of Pula",,2,0,900,82,118,1,0,0,0,0,0,0,0,0
1137,Світлана Сергіївна Галасюк / Svitlana Galasyuk,1137,1,Одеський національний економічний університет / Odessa National Economic University,,3,5,899,49,104,1,0,0,0,0,0,0,0,0
1138,Sanghoon Kang,1138,1,"Department of Tourism Management, Dong-A University",,3,4,899,186,184,1,0,0,0,0,0,0,0,0
1139,Muhammad Ashoer,1139,1,"Lecturer of Economic and Business Faculty, University of Muslim Indonesia",,2,1,898,203,270,1,0,0,0,0,0,0,0,0
1140,Huong T. Bui,1140,1,Ritsumeikan Asia Pacific University (APU),,5,3,897,156,212,1,0,0,0,0,0,0,0,0
1141,Francesca Pucciarelli,1141,1,"Associate Professor of Marketing, ESCP Business School Turin Campus",,1,3,896,129,202,1,1,0,0,0,0,0,0,0
1142,Yusri Abdillah,1142,1,Universitas Brawijaya,,5,5,896,158,215,1,0,0,0,0,0,0,0,0
1143,Sam Spector,1143,1,University of Montana,,0,0,896,229,258,1,0,0,0,0,0,0,0,0
1144,Antonio Martín-Cabello,1144,1,(https://orcid.org//0000-0002-3832-4663) - Universidad Rey Juan Carlos (https://ror.org …,,0,0,890,43,77,1,0,0,0,0,0,0,0,0
1145,Otavio Bandeira De Lamonica Freire,1145,1,Universidade de São Paulo,,1,5,889,127,184,1,0,0,0,0,0,0,0,0
1146,Simone Splendiani,1146,1,Ricercatore di Economia e Gestione delle Imprese,,5,4,887,104,121,1,0,0,0,0,0,0,0,0
1147,Konstantinos Gavriilidis,1147,1,University of Stirling,,5,30,885,278,193,1,0,0,0,0,0,0,0,0
1148,Jason Draper,1148,1,"Conrad N. Hilton College, University of Houston",,3,5,883,88,146,1,0,0,0,0,0,0,0,0
1149,Jan Mosedale,1149,1,HTW Chur,,0,0,883,51,83,1,0,0,0,0,0,0,0,0
1150,Manuela Rozalia Gabor,1150,1,"""GE Palade"" University of Medicine, Pharmacy, Science and Technology of Tirgu Mures",,15,5,882,139,171,1,0,0,0,0,0,0,0,0
1151,John Salazar,1151,1,Professor of Hospitality Management,,2,31,881,86,112,1,1,0,0,0,0,0,0,0
1152,amirudin amirudin,1152,1,Politeknik Negeri Jakarta,,26,7,881,298,335,0,0,0,0,1,0,0,0,0
1153,OSVALDO Romero Romero,1153,1,"Professor CEEPI UNISS Cuba and SRH Hochschule Berlin, Germany",,0,0,880,93,122,1,0,0,0,0,0,0,0,0
1154,Scott A. Lukas,1154,1,"Professor, Lake Tahoe CC",,0,0,879,66,86,1,0,0,0,0,0,0,0,0
1155,Eduardo Brito-Henriques,1155,1,Universidade de Lisboa,,2,0,879,54,97,1,0,0,0,0,0,0,0,0
1156,Constantin Cristinel,1156,1,Professor Transilvania University of Brasov,,4,3,879,128,172,1,0,0,0,0,0,0,0,0
1157,Zelko Livaic,1157,1,"Program Director, Torrens University Australia",,0,0,879,50,55,1,0,0,0,0,0,0,0,0
1158,José Luis Sánchez-Ollero,1158,1,Full Professor in Applied Economics,,3,0,878,98,116,1,0,0,0,0,0,0,0,0
1159,Jamie Gillen,1159,1,Associate Professor and Director of Global Studies - University of Auckland,,5,18,877,151,177,1,0,0,0,0,0,0,0,0
1160,Joanne Pyke,1160,1,"Associate Professor and Director, School for the Visitor Economy",,6,1,876,156,144,1,0,0,0,0,0,0,0,1
1161,Seohee Chang,1161,1,sookmyung.ac.kr,,2,0,876,95,145,1,0,0,0,0,0,0,0,0
1162,Rosa M. Hernández-Maestro (ORCID: 0000-0001-6226-6777),1162,1,Universidad de Salamanca,,1,1,874,85,108,1,1,0,0,0,0,0,0,0
1163,Le Thi Kim Lien,1163,1,Hue University,,0,0,874,91,123,1,0,0,0,0,0,0,0,0
1164,Aulia Asmi,1164,1,Mahasiswa Politeknik Pariwisata,,0,0,874,132,224,1,0,0,0,0,0,0,0,0
1165,Roselyne Okech,1165,1,"Professor of Tourism, MUN",,2,0,872,64,91,1,0,0,0,0,0,0,0,0
1166,Aleksandra Krajnović,1166,1,"Full Professor, University of Zadar - Sveučilište u Zadru",,4,0,870,97,149,1,0,0,0,0,0,0,0,0
1167,Kim H Williams,1167,1,University of North Texas,,0,0,868,81,117,1,0,0,0,1,0,0,0,0
1168,George N. Ike,1168,1,Girne American University,,3,36,867,344,263,1,0,0,0,0,0,0,0,1
1169,Marlena A. Bednarska,1169,1,Poznan University of Economics and Business,,1,0,862,21,45,1,0,0,1,0,0,0,0,0
1170,Professor Karine Dupre,1170,1,Griffith University,,6,15,861,289,261,1,0,0,0,0,0,0,0,0
1171,Felix Elvis Otoo,1171,1,"Assistant Professor, Macau University of Science & Technology",,1,0,858,205,226,1,0,0,0,0,0,0,0,0
1172,Shanshi Li,1172,1,Associate Professor in Xiamen University,,4,13,858,198,214,1,0,0,0,0,0,0,0,0
1173,Dr. Mousa Masadeh,1173,1,Al-Hussein Bin Talal University,,3,4,858,107,139,1,0,1,0,0,0,0,0,0
1174,Idris,1174,1,Universitas Negeri Malang,,4,1,856,246,274,1,0,0,0,0,0,0,0,0
1175,Inês Carvalho,1175,1,"Universidade Europeia; GOVCOPP - Research Unit for Governance, Competitiveness and …",,15,70,854,188,134,1,0,0,0,0,0,0,0,0
1176,Anna Irimiás,1176,1,"Corvinus University of Budapest, Hungary",,10,15,854,168,180,1,0,0,0,0,0,0,0,0
1177,Marshanda Ma'rief Attas,1177,1,"Mahasiswa Pariwisata, Politeknik Pariwisata Makassar",,0,0,854,174,201,1,0,0,0,0,0,0,0,0
1178,Carla Massidda,1178,1,"Professor of Economics, University of Cagliari",,2,0,853,94,104,1,0,0,0,0,0,0,0,0
1179,Kemal Gürkan Küçükergin,1179,1,Atilim University,,5,31,852,198,211,1,1,0,0,1,0,0,0,0
1180,Luiz Carlos de Santana Ribeiro,1180,1,"Professor of Economics, Federal University of Sergipe",,5,3,851,138,169,1,0,0,1,0,0,0,0,0
1181,Aifa Rozaini Mohd Radzol,1181,1,Universiti Malaysia Kelantan,,0,0,851,191,243,1,0,0,0,0,0,1,0,0
1182,Saskia Cousin,1182,1,"Assistant professor, University Paris Nanterre",,2,0,850,37,78,1,0,0,0,0,0,0,0,0
1183,Philipp Wassler,1183,1,University of Bergamo,,2,3,849,245,255,1,0,0,0,0,0,0,0,0
1184,Erika Andersson Cederholm,1184,1,"Professor of Service Studies, Lund University, Campus Helsingborg",,6,12,845,56,67,1,0,0,0,0,0,0,0,0
1185,Soey Sut Ieng Lei,1185,1,University of Macau,,7,19,845,283,254,1,0,0,0,0,0,0,0,0
1186,Dadi Ahmadi,1186,1,"Public Relations, Fakultas Ilmu Komunikasi, Universitas Islam Bandung, Unisba",,9,1,844,167,198,1,0,0,0,0,0,0,0,0
1187,Arie Stoffelen,1187,1,"Assistant professor, Division of Geography and Tourism, University of Leuven, Belgium",,9,29,840,178,207,1,0,0,0,0,0,0,0,0
1188,Sjur Baardsen,1188,1,"Dean, Norwegian University of Life Sciences",,0,0,839,34,65,1,0,0,0,0,0,0,0,0
1189,ISHTIAQUE ARIF,1189,1,Putra Business School,,0,0,839,118,244,1,0,0,0,0,0,0,0,0
1190,SYED AHTSHAM ALI,1190,1,Associate Professor,,15,152,839,456,196,1,0,0,0,0,0,0,0,0
1191,Juan Pedro Mellinas,1191,1,Marketing professor at University of Murcia (Spain).,,2,1,838,126,144,1,0,0,0,0,0,0,0,0
1192,Viacheslav Andreychouk,1192,1,Uniwersytet Warszawski,,2,1,838,53,98,1,0,0,0,0,0,0,0,0
1193,JABIL BIN MAPJABIL,1193,1,,,0,0,836,95,170,1,0,0,0,0,0,0,0,0
1194,Majid Mohammad Shafiee,1194,1,"Associate Professor of Marketing, Department of Management, University of Isfahan, Iran",,11,4,836,196,252,1,0,0,0,0,0,0,0,0
1195,Sabah Balta,1195,1,"Tourism Guidence, Yaşar University",,0,0,836,152,177,1,0,0,0,0,0,0,0,0
1196,Ian Boxill,1196,1,The University of the West Indies,,0,0,834,28,33,1,0,0,0,0,0,0,0,0
1197,Chiara Giachino,1197,1,"Business and Management, Università di Torino",,6,10,833,183,223,1,0,0,0,0,0,0,0,0
1198,Susanna Heldt Cassel,1198,1,"Professor of Human Geography, CeTLeR, Dalarna University, Sweden",,2,0,833,109,122,1,0,0,0,0,0,0,0,0
1199,huawen shen,1199,1,Assistant Professor of City University of Macao,,4,12,832,216,232,1,0,0,0,0,0,0,0,0
1200,Fiona Bakas,1200,1,"Assistant Professor, Lusofona University",,4,4,832,188,165,1,0,0,0,0,0,0,0,0
1201,Vania Vigolo,1201,1,"Associate Professor of Management, University of Verona",,7,16,829,153,198,1,1,0,0,0,0,0,0,0
1202,Alex Norman,1202,1,"Senior Lecturer, Graduate Research School, Western Sydney University",,0,0,826,97,96,1,0,0,0,0,0,0,0,0
1203,Islam Elgammal,1203,1,Professor - University of Jeddah- Suez Canal University,,10,34,826,186,144,1,0,0,0,0,0,0,0,0
1204,ANDRÉ RIANI COSTA PERINOTTO,1204,1,"Universidade Federal do Delta do Parnaíba, UFDPar. Full Professor in undergraduate …",,8,1,825,124,178,1,1,0,0,0,0,0,0,0
1205,zaira beridze,1205,1,Doctoral student,,9,0,825,53,101,1,0,0,0,0,0,0,0,0
1206,Ana Muñoz-Mazon (0000-0001-7636-7982),1206,1,Rey Juan Carlos University,,1,4,823,166,148,1,0,0,0,0,0,0,0,0
1207,Smaranda Adina Cosma,1207,1,"Prof. dr. Marketing, Faculty of Business, Babeș-Bolyai University",,4,1,821,85,114,0,0,0,0,1,0,0,0,0
1208,Kamil Pícha,1208,1,"Associate professor, University of South Bohemia",,3,0,821,112,150,1,0,1,0,0,0,0,0,0
1209,Tom Griffin,1209,1,"Associate Professor, Toronto Metropolitan University (formerly Ryerson)",,3,28,820,126,138,1,0,0,0,0,0,0,0,1
1210,Robert Hales,1210,1,griffith university,,7,2,820,104,150,1,0,0,0,0,0,0,0,0
1211,Zygmunt Babinski,1211,1,Kazimierz Wielki University in Bydgoszcz Poland,,2,0,820,52,66,1,0,0,0,0,0,0,0,0
1212,Jewoo Kim,1212,1,"Associate Professor of Apparel, Events, & Hospitality Management, Iowa State University",,2,3,820,194,267,1,0,0,0,0,0,0,0,0
1213,sarah wijesinghe,1213,1,Taylor's University,,2,37,820,258,269,1,0,0,0,0,0,0,0,0
1214,William G. Feighery,1214,1,Community,,0,0,817,33,60,1,0,0,0,0,0,0,0,0
1215,nabil mzoughi,1215,1,"Professor of Marketing, DAU",,3,3,817,48,73,1,1,0,0,0,0,0,0,0
1216,Anna Blackman,1216,1,"Associate Professor, College of Business, Law & Governance, James Cook University",,1,0,815,72,95,1,0,0,0,0,0,0,0,0
1217,Avraam Papastathopoulos,1217,1,"Associate Professor of Management, University of Dubai, UAE",,7,21,815,239,224,1,0,0,0,0,0,0,0,0
1218,Svein Frisvoll,1218,1,"Director, Ruralis - Institute of Rural- and Regional research",,1,1,815,77,92,1,0,0,0,0,0,0,0,0
1219,Shih-Yun Hsu(許世芸),1219,1,"National Taichung University of Science and Technology, Taiwan",,0,0,814,80,90,1,1,0,0,0,0,0,0,0
1220,Dina Lončarić,1220,1,"University of Rijeka, Faculty of tourism and hospitality management",,3,0,813,111,141,1,0,0,0,0,0,0,0,0
1221,"Jason Ryan, PhD",1221,1,"Professor of Marketing, California State University, San Bernardino",,3,3,812,79,89,1,1,0,0,0,0,0,0,0
1222,Sarah Quinlan Cutler,1222,1,Parks Canada,,0,0,811,64,122,1,0,0,0,0,0,0,0,0
1223,Matina Terzidou,1223,1,Lecturer in Tourism,,0,0,811,102,131,1,0,0,0,0,0,0,0,0
1224,Mohammed Eraqi,1224,1,"Professor, Tourism Studies Department, Faculty of Tourism and Hotels, Fayoum University …",,0,0,809,41,71,1,1,0,0,0,0,0,0,0
1225,Stasja Koot,1225,1,"Assistant Professor, Sociology of Development and Change, Wageningen University; Senior …",,9,50,808,189,179,1,0,0,0,0,0,0,0,0
1226,Vasiliki Galani-Moutafi,1226,1,"Associate Professor, University of the Aegean",,0,0,808,24,43,1,0,0,0,0,0,0,0,0
1227,Michelle Whitmore,1227,1,Western Sydney University,,0,0,807,15,26,1,0,0,0,0,0,0,0,0
1228,Yi-Ju Lee,1228,1,"Department of Tourism, Recreation, and Leisure Studies, National Dong Hwa University",,2,11,806,135,145,1,0,0,0,0,0,0,0,0
1229,Panate Manomaivibool,1229,1,"Asst.Prof. of Environmental Sciences, Mae Fah Luang University",,1,0,805,58,65,1,0,0,0,0,0,0,0,1
1230,Uraiporn Kattiyapornpong,1230,1,University of Wollongong,,2,1,805,171,203,1,0,0,0,0,0,0,0,1
1231,Ricardo Ricci Uvinha,1231,1,"Professor - University of Sao Paulo, Brazil",,11,4,804,94,137,1,0,0,0,0,0,0,0,0
1232,wajeda parveen,1232,1,scholar in Tourism Marketing In University Of Kota,,0,0,802,13,28,1,1,0,0,0,0,0,0,0
1233,Rudi Saprudin Darwis,1233,1,Universitas Padjadjaran,,6,0,802,190,250,1,0,0,0,0,0,0,0,0
1234,Aimee Grace M. Madlangbayan,1234,1,Bulacan State University,,4,3,802,90,146,1,0,0,0,0,0,0,0,0
1235,Malin Zillinger,1235,1,"Lund University, Department of Service Management and Service Studies",,1,0,800,69,98,1,0,0,0,0,0,0,0,0
1236,TRAN THI KIM PHUONG,1236,1,"the University of Danang, University of Economics",,5,9,799,231,278,1,0,0,0,0,0,0,0,0
1237,Naveed Ahmad Khan,1237,1,National Institute of Mass Communication,,2,9,799,109,119,1,0,0,0,0,0,0,0,0
1238,"Mykola Petrushenko, Mикола Петрушенко",1238,1,"SO ""Institute of Market and Economic-Ecological Research NAS of Ukraine""",,0,0,798,34,65,1,0,0,0,0,0,0,0,0
1239,Brian Hay,1239,1,Heriot-Watt University,,1,1,798,47,96,1,0,0,0,0,0,0,0,0
1240,Thulemark,1240,1,Dalarna University,,1,0,798,73,109,1,0,0,0,0,0,0,0,0
1241,Chenchen Yang,1241,1,Hefei University of Technology,,0,0,797,84,115,1,0,1,0,0,0,0,0,0
1242,Seung Hyun Lee,1242,1,East Carolina University,,0,0,795,136,140,1,0,0,0,0,0,0,0,0
1243,Prof. Christine Dranzoa,1243,1,"Professor of Wild Life Management, Muni University",,0,0,795,26,47,1,0,0,0,0,0,0,0,0
1244,Thomas Blom,1244,1,"Dr, Professor in Human Geography, Karlstad University",,2,1,792,42,52,1,0,0,0,0,0,0,0,0
1245,Tom Mordue,1245,1,Professor of Tourism,,1,0,791,59,58,1,0,0,0,0,0,0,0,0
1246,Wayne Fife,1246,1,"Professor of Anthropology, Memorial University",,0,0,790,22,52,1,0,0,0,0,0,0,0,0
1247,Nik Alif Amri Nik Hashim,1247,1,Universiti Malaysia Kelantan,,8,25,787,224,216,1,0,0,0,0,0,0,0,0
1248,Dimitrios Stergiou,1248,1,"Associate Professor in Tourism Management, Hellenic Open University",,2,0,785,131,172,1,0,1,0,0,0,0,0,0
1249,Zahir Osman,1249,1,Open University Malaysia,,11,2,783,124,144,1,0,0,0,0,0,0,0,0
1250,Mohd Sadiq,1250,1,"Peter Faber Business School, Australian Catholic University",,4,36,783,349,322,1,0,0,0,0,0,0,0,1
1251,Chryssoula Chatzigeorgiou,1251,1,International Hellenic University,,0,0,782,84,144,1,1,0,0,0,0,0,0,0
1252,Snjezana Gagic,1252,1,Professor,,0,0,780,80,127,1,0,0,0,0,0,0,0,0
1253,TRAN TRUNG VINH,1253,1,"The University of Danang, University of Economics",,3,6,780,210,241,1,0,0,0,0,0,0,0,0
1254,Anita Medhekar,1254,1,"Senior Lecturer in Economics, Central Queensland University",,3,1,780,101,136,1,0,0,1,0,0,0,0,0
1255,Manjula Chaudhary,1255,1,"Professor of Tourism, Kurukshetra University Kurukshetra, India",,3,1,779,41,63,1,1,0,0,0,0,0,0,0
1256,José António C. Santos,1256,1,ESGHT University of the Algarve,,0,0,779,142,223,1,0,0,0,0,0,0,0,0
1257,Mariana Simanjuntak,1257,1,Institut Teknologi Del,,14,17,779,286,319,1,0,0,0,0,0,0,0,0
1258,Michal Apollo,1258,1,"University of Silesia in Katowice, Yale University, Wakayama University",,9,31,776,182,218,1,0,0,0,0,0,0,0,0
1259,Raymond Rastegar,1259,1,"Business School, University of Queensland",,7,11,775,297,296,1,0,0,0,0,0,0,0,1
1260,Geoffrey Lipman,1260,1,"Visiting Professor, Victoria University Australia and Hasselt University Belgium",,0,0,775,44,72,1,0,0,0,0,0,0,0,0
